#index	Chr	DSB_coor	strand	Gene_Name	AA_loc	Assigned_pos	Assigned_Gene_Name	Assigned_AA_loc
5220	chrX	70340898	-	MED12	211	chrX:70340899:+	MED12	211
5221	chrX	70354947	+	MED12	1624	chrX:70354947:+	MED12	1623
5222	chrX	70354686	-	MED12	1618	chrX:70354685:-	MED12	1616
5223	chrX	70356746	+	MED12	1807	chrX:70356746:+	MED12	27
5227	chrX	70356854	-	MED12	1843	chrX:70356853:-	MED12	63
5229	chrX	70356338	-	MED12	1745	chrX:70356337:-	MED12	1744
5232	chrX	70357227	-	MED12	1915	chrX:70357228:+	MED12	1915
5233	chrX	70344188	-	MED12	642	chrX:70344187:-	MED12	641
5236	chrX	70360500	-	MED12	2021	chrX:70360499:-	MED12	216
5238	chrX	70356879	-	MED12	0	chrX:70356878:-	MED12	1850
5240	chrX	70345221	-	MED12	750	chrX:70345220:-	MED12	748
5241	chrX	70351468	-	MED12	1373	chrX:70351468:-	MED12	1371
5242	chrX	70345914	+	MED12	818	chrX:70345914:+	MED12	816
5243	chrX	70355052	-	MED12	1659	chrX:70355051:-	MED12	1658
5245	chrX	70341565	-	MED12	334	chrX:70341564:-	MED12	333
5246	chrX	70357764	-	MED12	2006	chrX:70357764:-	MED12	201
5247	chrX	70346235	-	MED12	863	chrX:70346234:-	MED12	861
5249	chrX	70356235	-	MED12	1711	chrX:70356235:+	MED12	1709
5252	chrX	70357446	-	MED12	1930	chrX:70357445:-	MED12	150
5253	chrX	70344984	-	MED12	739	chrX:70344983:-	MED12	738
5255	chrX	70356440	-	MED12	1779	chrX:70356440:+	MED12	1779
5257	chrX	70344912	-	MED12	715	chrX:70344912:-	MED12	714
5259	chrX	70357629	-	MED12	1961	chrX:70357629:-	MED12	1960
5260	chrX	70339619	-	MED12	97	chrX:70339618:-	MED12	95
5261	chrX	70341654	-	MED12	364	chrX:70341653:-	MED12	362
5265	chrX	70345520	-	MED12	794	chrX:70345519:-	MED12	793
5267	chrX	70344616	+	MED12	660	chrX:70344616:+	MED12	658
5270	chrX	70356235	+	MED12	1711	chrX:70356235:+	MED12	1709
5274	chrX	70349209	-	MED12	1208	chrX:70349208:-	MED12	1207
5275	chrX	70347795	-	MED12	1012	chrX:70347794:-	MED12	1010
5277	chrX	70349980	-	MED12	1322	chrX:70349979:-	MED12	1320
5279	chrX	70362039	-	MED12	2169	chrX:70362038:-	MED12	2170
5285	chrX	70343049	-	MED12	531	chrX:70343048:-	MED12	529
5286	chrX	70341489	-	MED12	309	chrX:70341488:-	MED12	308
5287	chrX	70357665	-	MED12	1973	chrX:70357664:-	MED12	1975
5289	chrX	70344841	-	MED12	691	chrX:70344840:-	MED12	690
5290	chrX	70357185	-	MED12	1901	chrX:70357184:-	MED12	120
5294	chrX	70339325	-	MED12	68	chrX:70339324:-	MED12	66
5297	chrX	70347965	+	MED12	1069	chrX:70347965:+	MED12	1068
5299	chrX	70341571	-	MED12	336	chrX:70341570:-	MED12	335
5301	chrX	70339673	+	MED12	115	chrX:70339673:+	MED12	114
5302	chrX	70345556	-	MED12	806	chrX:70345555:-	MED12	805
5303	chrX	70343522	-	MED12	566	chrX:70343522:+	MED12	566
5307	chrX	70346333	-	MED12	895	chrX:70346333:+	MED12	895
5309	chrX	70343523	-	MED12	566	chrX:70343522:+	MED12	566
5310	chrX	70356803	-	MED12	1826	chrX:70356803:-	MED12	46
5311	chrX	70357719	-	MED12	1991	chrX:70357718:-	MED12	1990
5312	chrX	70344653	-	MED12	672	chrX:70344652:-	MED12	670
5314	chrX	70340846	+	MED12	194	chrX:70340846:+	MED12	193
5315	chrX	70357221	-	MED12	1913	chrX:70357220:-	MED12	133
5322	chrX	70356265	+	MED12	1721	chrX:70356265:+	MED12	1719
5323	chrX	70357650	-	MED12	1968	chrX:70357650:-	MED12	1969
5325	chrX	70356332	-	MED12	1743	chrX:70356331:-	MED12	1741
5326	chrX	70357198	-	MED12	1905	chrX:70357197:-	MED12	1904
5328	chrX	70345245	+	MED12	758	chrX:70345245:+	MED12	757
5329	chrX	70344200	-	MED12	646	chrX:70344200:+	MED12	646
5330	chrX	70349615	+	MED12	1260	chrX:70349615:+	MED12	1258
5332	chrX	70357722	-	MED12	1992	chrX:70357721:-	MED12	1991
5335	chrX	70345530	-	MED12	797	chrX:70345529:-	MED12	796
5336	chrX	70357725	+	MED12	1993	chrX:70357725:+	MED12	1991
5341	chrX	70338613	+	MED12	4	chrX:70338613:+	MED12	2
5343	chrX	70346965	-	MED12	945	chrX:70346966:+	MED12	945
5344	chrX	70360572	-	MED12	2045	chrX:70360571:-	MED12	2046
5347	chrX	70357578	-	MED12	1944	chrX:70357577:-	MED12	1942
5348	chrX	70341414	+	MED12	284	chrX:70341414:+	MED12	282
5349	chrX	70342366	-	MED12	420	chrX:70342365:-	MED12	418
5350	chrX	70345539	-	MED12	800	chrX:70345540:+	MED12	800
5353	chrX	70352800	-	MED12	1508	chrX:70352801:+	MED12	1508
5354	chrX	70351469	-	MED12	1373	chrX:70351468:-	MED12	1371
5355	chrX	70357209	-	MED12	1909	chrX:70357208:-	MED12	128
5356	chrX	70344652	-	MED12	672	chrX:70344652:-	MED12	670
5365	chrX	70362035	-	MED12	2168	chrX:70362034:-	MED12	2170
5367	chrX	70344689	-	MED12	684	chrX:70344688:-	MED12	683
5368	chrX	70354256	-	MED12	1556	chrX:70354255:+	MED12	1556
5373	chrX	70357674	-	MED12	1976	chrX:70357673:-	MED12	1978
5376	chrX	70340980	-	MED12	238	chrX:70340979:+	MED12	238
5377	chrX	70357699	-	MED12	1984	chrX:70357698:-	MED12	1986
5379	chrX	70349227	-	MED12	1214	chrX:70349226:-	MED12	1212
5382	chrX	70354605	+	MED12	1591	chrX:70354605:+	MED12	1589
5384	chrX	70362052	-	MED12	2173	chrX:70362052:+	MED12	2173
5386	chrX	70338694	-	MED12	31	chrX:70338694:-	MED12	29
5387	chrX	70344020	-	MED12	586	chrX:70344019:-	MED12	584
5389	chrX	70357686	-	MED12	1980	chrX:70357686:-	MED12	1982
5392	chrX	70357669	-	MED12	1974	chrX:70357668:-	MED12	1976
5393	chrX	70361199	-	MED12	2130	chrX:70361198:-	MED12	2132
5395	chrX	70352245	+	MED12	1425	chrX:70352245:+	MED12	1423
5396	chrX	70340885	+	MED12	207	chrX:70340885:+	MED12	205
5397	chrX	70344992	-	MED12	741	chrX:70344991:+	MED12	741
5399	chrX	70356441	-	MED12	1779	chrX:70356440:+	MED12	1779
5403	chrX	70341615	-	MED12	351	chrX:70341614:-	MED12	349
5404	chrX	70357687	-	MED12	1980	chrX:70357686:-	MED12	1982
5405	chrX	70345548	-	MED12	803	chrX:70345547:-	MED12	802
5408	chrX	70342369	+	MED12	421	chrX:70342369:+	MED12	420
5409	chrX	70344877	-	MED12	703	chrX:70344876:-	MED12	701
5410	chrX	70338695	-	MED12	31	chrX:70338695:+	MED12	31
5411	chrX	70357755	-	MED12	2003	chrX:70357754:-	MED12	198
5412	chrX	70357725	-	MED12	1993	chrX:70357725:+	MED12	1991
5420	chrX	70346202	-	MED12	852	chrX:70346203:+	MED12	852
5421	chrX	70356318	-	MED12	1738	chrX:70356317:+	MED12	1738
5423	chrX	70360540	-	MED12	2034	chrX:70360539:-	MED12	229
5426	chrX	70356346	-	MED12	1748	chrX:70356346:-	MED12	1746
5427	chrX	70361217	-	MED12	2136	chrX:70361216:-	MED12	2137
5428	chrX	70339935	+	MED12	157	chrX:70339935:+	MED12	155
5429	chrX	70342983	+	MED12	509	chrX:70342983:+	MED12	507
5430	chrX	70361205	-	MED12	2132	chrX:70361204:-	MED12	2134
5431	chrX	70344011	-	MED12	583	chrX:70344010:-	MED12	582
5435	chrX	70361211	-	MED12	2134	chrX:70361210:-	MED12	2136
5437	chrX	70347312	+	MED12	993	chrX:70347312:+	MED12	991
5440	chrX	70357683	-	MED12	1979	chrX:70357682:-	MED12	1980
5442	chrX	70357714	-	MED12	1989	chrX:70357713:-	MED12	1986
5443	chrX	70341579	-	MED12	339	chrX:70341579:-	MED12	337
5444	chrX	70353024	-	MED12	1527	chrX:70353023:-	MED12	1525
5445	chrX	70342074	-	MED12	376	chrX:70342074:+	MED12	376
5447	chrX	70361166	-	MED12	2119	chrX:70361165:-	MED12	2121
5449	chrX	70361194	-	MED12	2128	chrX:70361193:-	MED12	2125
5450	chrX	70338696	-	MED12	31	chrX:70338695:+	MED12	31
5452	chrX	70354248	-	MED12	1554	chrX:70354249:+	MED12	1554
5453	chrX	70345329	-	MED12	786	chrX:70345328:-	MED12	784
5455	chrX	70361795	-	MED12	2158	chrX:70361794:-	MED12	2160
5456	chrX	70356863	-	MED12	1846	chrX:70356862:-	MED12	1845
5460	chrX	70349941	-	MED12	1309	chrX:70349940:-	MED12	1307
5461	chrX	70341580	-	MED12	339	chrX:70341579:-	MED12	337
5463	chrX	70338652	+	MED12	17	chrX:70338652:+	MED12	15
5469	chrX	70360674	+	MED12	2079	chrX:70360674:+	MED12	2080
5470	chrX	70360560	-	MED12	2041	chrX:70360559:-	MED12	2042
5472	chrX	70361741	+	MED12	2140	chrX:70361741:+	MED12	2137
5473	chrX	70349950	-	MED12	1312	chrX:70349950:-	MED12	1311
5475	chrX	70344199	-	MED12	646	chrX:70344199:-	MED12	645
5476	chrX	70352981	+	MED12	1513	chrX:70352981:+	MED12	1511
5477	chrX	70344886	-	MED12	706	chrX:70344885:-	MED12	704
5487	chrX	70352707	-	MED12	1477	chrX:70352706:-	MED12	1476
5490	chrX	70356347	-	MED12	1748	chrX:70356347:+	MED12	1748
5491	chrX	70361735	-	MED12	2138	chrX:70361734:-	MED12	2136
5492	chrX	70345893	+	MED12	811	chrX:70345893:+	MED12	810
5498	chrX	70347906	-	MED12	1049	chrX:70347905:-	MED12	1047
5502	chrX	70361741	-	MED12	2140	chrX:70361741:+	MED12	2137
5503	chrX	70351979	-	MED12	1393	chrX:70351978:-	MED12	1392
5505	chrX	70338649	-	MED12	16	chrX:70338648:-	MED12	15
5507	chrX	70350040	-	MED12	1342	chrX:70350039:-	MED12	1340
5510	chrX	70360551	-	MED12	2038	chrX:70360552:+	MED12	2038
5513	chrX	70361765	-	MED12	2148	chrX:70361764:-	MED12	2147
5515	chrX	70361786	+	MED12	2155	chrX:70361786:+	MED12	2154
5519	chrX	70356494	-	MED12	1797	chrX:70356493:-	MED12	1796
5520	chrX	70356298	-	MED12	1732	chrX:70356298:+	MED12	1731
5522	chrX	70360707	-	MED12	0	chrX:70360707:+	MED12	2088
5524	chrX	70361747	-	MED12	2142	chrX:70361746:-	MED12	2139
5525	chr17	29654735	-	NF1	1830	chr17:29654735:+	NF1	1807
5526	chr17	29576074	-	NF1	1350	chr17:29576073:-	NF1	1348
5527	chr17	29490305	-	NF1	131	chr17:29490304:-	NF1	130
5528	chr17	29528491	-	NF1	417	chr17:29528490:-	NF1	82
5529	chr17	29654570	-	NF1	1775	chr17:29654569:-	NF1	1753
5530	chr17	29654630	-	NF1	1795	chr17:29654629:-	NF1	1773
5531	chr17	29592321	+	NF1	1600	chr17:29592321:+	NF1	1579
5532	chr17	29663817	-	NF1	2105	chr17:29663816:-	NF1	2082
5533	chr17	29677331	-	NF1	2485	chr17:29677331:+	NF1	2462
5534	chr17	29663812	-	NF1	2103	chr17:29663812:-	NF1	2082
5535	chr17	29585440	-	NF1	1418	chr17:29585439:-	NF1	1396
5536	chr17	29652926	+	NF1	1642	chr17:29652926:+	NF1	1620
5538	chr17	29652951	-	NF1	1650	chr17:29652950:-	NF1	1628
5540	chr17	29546073	+	NF1	527	chr17:29546073:+	NF1	525
5541	chr17	29653032	-	NF1	1677	chr17:29653031:-	NF1	1656
5542	chr17	29654797	+	NF1	1850	chr17:29654797:+	NF1	1829
5543	chr17	29586142	+	NF1	1476	chr17:29586142:+	NF1	1454
5545	chr17	29556418	-	NF1	929	chr17:29556417:-	NF1	928
5546	chr17	29585493	+	NF1	1436	chr17:29585493:+	NF1	1414
5547	chr17	29654686	-	NF1	1813	chr17:29654685:-	NF1	1792
5549	chr17	29528456	-	NF1	405	chr17:29528455:-	NF1	404
5552	chr17	29546101	-	NF1	536	chr17:29546100:-	NF1	201
5553	chr17	29661893	+	NF1	1951	chr17:29661893:+	NF1	1928
5555	chr17	29654669	-	NF1	1808	chr17:29654668:-	NF1	1785
5557	chr17	29670059	-	NF1	2366	chr17:29670060:+	NF1	2366
5559	chr17	29663813	-	NF1	2103	chr17:29663812:-	NF1	2082
5560	chr17	29586097	+	NF1	1461	chr17:29586097:+	NF1	1438
5564	chr17	29654774	-	NF1	1843	chr17:29654773:-	NF1	1821
5565	chr17	29528135	-	NF1	382	chr17:29528134:-	NF1	380
5566	chr17	29663823	-	NF1	2107	chr17:29663822:-	NF1	2084
5567	chr17	29508791	-	NF1	240	chr17:29508790:-	NF1	238
5568	chr17	29663875	+	NF1	2124	chr17:29663875:+	NF1	2103
5570	chr17	29585495	+	NF1	1436	chr17:29585495:+	NF1	1414
5571	chr17	29654852	+	NF1	1869	chr17:29654852:+	NF1	1847
5572	chr17	29546091	-	NF1	533	chr17:29546090:-	NF1	197
5573	chr17	29654645	-	NF1	1800	chr17:29654644:-	NF1	1777
5574	chr17	29653197	-	NF1	1732	chr17:29653196:-	NF1	1711
5575	chr17	29654696	-	NF1	1817	chr17:29654695:-	NF1	1795
5576	chr17	29654740	-	NF1	1831	chr17:29654740:-	NF1	1810
5578	chr17	29576104	-	NF1	1360	chr17:29576104:-	NF1	1358
5582	chr17	29654856	+	NF1	1870	chr17:29654856:+	NF1	1849
5583	chr17	29653142	+	NF1	1714	chr17:29653142:+	NF1	1692
5585	chr17	29654830	+	NF1	1861	chr17:29654830:+	NF1	1839
5586	chr17	29653081	+	NF1	1694	chr17:29653081:+	NF1	1671
5587	chr17	29576108	-	NF1	1361	chr17:29576107:-	NF1	1359
5588	chr17	29585444	-	NF1	1419	chr17:29585443:-	NF1	1397
5590	chr17	29588822	+	NF1	1558	chr17:29588822:+	NF1	1536
5591	chr17	29654805	-	NF1	1853	chr17:29654804:-	NF1	1831
5592	chr17	29653187	-	NF1	1729	chr17:29653186:-	NF1	1706
5593	chr17	29679307	-	NF1	2497	chr17:29679307:+	NF1	2476
5595	chr17	29654852	-	NF1	1869	chr17:29654852:+	NF1	1847
5596	chr17	29585457	+	NF1	1424	chr17:29585457:+	NF1	1402
5597	chr17	29585424	-	NF1	1413	chr17:29585423:-	NF1	1391
5598	chr17	29528171	-	NF1	394	chr17:29528172:+	NF1	394
5599	chr17	29585417	-	NF1	1410	chr17:29585416:-	NF1	1388
5600	chr17	29587399	-	NF1	1482	chr17:29587398:-	NF1	1459
5601	chr17	29653111	+	NF1	1704	chr17:29653111:+	NF1	1681
5602	chr17	29509620	-	NF1	276	chr17:29509619:-	NF1	274
5603	chr17	29657315	-	NF1	1871	chr17:29657314:-	NF1	1849
5605	chr17	29654717	-	NF1	1824	chr17:29654716:-	NF1	1802
5607	chr17	29654741	-	NF1	1832	chr17:29654740:-	NF1	1810
5608	chr17	29652943	+	NF1	1648	chr17:29652943:+	NF1	1626
5609	chr17	29657425	-	NF1	1908	chr17:29657424:-	NF1	1886
5611	chr17	29541531	-	NF1	486	chr17:29541530:-	NF1	151
5613	chr17	29665118	+	NF1	2261	chr17:29665118:+	NF1	2239
5614	chr17	29652940	-	NF1	1647	chr17:29652939:-	NF1	1625
5615	chr17	29654564	+	NF1	1773	chr17:29654564:+	NF1	1751
5617	chr17	29654679	-	NF1	1811	chr17:29654678:-	NF1	1788
5618	chr17	29588870	+	NF1	1574	chr17:29588870:+	NF1	1551
5619	chr17	29422363	-	NF1	13	chr17:29422362:-	NF1	11
5620	chr17	29652883	-	NF1	1628	chr17:29652882:-	NF1	1605
5621	chr17	29653142	-	NF1	1714	chr17:29653142:+	NF1	1692
5623	chr17	29654771	-	NF1	1842	chr17:29654771:-	NF1	1819
5624	chr17	29527487	+	NF1	313	chr17:29527487:+	NF1	312
5625	chr17	29653058	+	NF1	1686	chr17:29653058:+	NF1	1665
5627	chr17	29653211	+	NF1	1737	chr17:29653211:+	NF1	1716
5628	chr17	29664875	+	NF1	2228	chr17:29664875:+	NF1	13
5629	chr17	29664893	+	NF1	2234	chr17:29664893:+	NF1	2212
5631	chr17	29654519	-	NF1	1758	chr17:29654518:-	NF1	1735
5632	chr17	29653051	+	NF1	1684	chr17:29653051:+	NF1	1662
5633	chr17	29576107	-	NF1	1361	chr17:29576107:-	NF1	1359
5634	chr17	29661900	-	NF1	1953	chr17:29661899:-	NF1	1931
5637	chr17	29576128	-	NF1	1368	chr17:29576127:-	NF1	1366
5638	chr17	29663873	-	NF1	2123	chr17:29663872:-	NF1	2102
5640	chr17	29653052	+	NF1	1684	chr17:29653052:+	NF1	1663
5641	chr17	29653059	-	NF1	1686	chr17:29653058:+	NF1	1665
5642	chr17	29653194	-	NF1	1731	chr17:29653193:-	NF1	1709
5644	chr17	29661878	-	NF1	1946	chr17:29661877:-	NF1	1924
5645	chr17	29679340	-	NF1	2508	chr17:29679339:-	NF1	2486
5646	chr17	29546034	+	NF1	514	chr17:29546034:+	NF1	178
5647	chr17	29663790	-	NF1	2096	chr17:29663789:-	NF1	2073
5648	chr17	29585386	-	NF1	1400	chr17:29585385:-	NF1	1378
5649	chr17	29654653	-	NF1	1802	chr17:29654652:-	NF1	1780
5650	chr17	29576032	+	NF1	1336	chr17:29576032:+	NF1	1335
5652	chr17	29652945	-	NF1	1648	chr17:29652945:-	NF1	1627
5653	chr17	29677299	-	NF1	2474	chr17:29677298:-	NF1	2473
5658	chr17	29560225	+	NF1	1235	chr17:29560225:+	NF1	1234
5659	chr17	29654662	+	NF1	1805	chr17:29654662:+	NF1	1783
5660	chr17	29509644	-	NF1	284	chr17:29509643:-	NF1	282
5661	chr17	29563038	-	NF1	1325	chr17:29563037:-	NF1	1323
5662	chr17	29653228	-	NF1	1743	chr17:29653227:-	NF1	1720
5663	chr17	29663870	+	NF1	2122	chr17:29663870:+	NF1	2101
5665	chr17	29654736	+	NF1	1830	chr17:29654736:+	NF1	1809
5667	chr17	29679332	-	NF1	2506	chr17:29679331:-	NF1	2484
5668	chr17	29664861	-	NF1	2223	chr17:29664860:-	NF1	2200
5669	chr17	29562971	-	NF1	1303	chr17:29562970:-	NF1	1301
5671	chr17	29556318	+	NF1	896	chr17:29556318:+	NF1	894
5675	chr17	29667549	-	NF1	2317	chr17:29667548:-	NF1	1961
5677	chr17	29665080	-	NF1	2248	chr17:29665079:-	NF1	2226
5679	chr17	29654735	+	NF1	1830	chr17:29654735:+	NF1	1807
5680	chr17	29657410	-	NF1	1903	chr17:29657410:-	NF1	1881
5681	chr17	29509603	-	NF1	270	chr17:29509602:-	NF1	268
5683	chr17	29546116	-	NF1	541	chr17:29546115:-	NF1	540
5684	chr17	29559149	-	NF1	1086	chr17:29559148:-	NF1	1085
5686	chr17	29653190	+	NF1	1730	chr17:29653190:+	NF1	1708
5687	chr17	29657424	-	NF1	1907	chr17:29657424:-	NF1	1886
5691	chr17	29528106	-	NF1	372	chr17:29528106:+	NF1	372
5692	chr17	29679307	+	NF1	2497	chr17:29679307:+	NF1	2476
5694	chr17	29657473	-	NF1	1924	chr17:29657472:-	NF1	1902
5696	chr17	29654688	+	NF1	1814	chr17:29654688:+	NF1	1793
5697	chr17	29653077	-	NF1	1692	chr17:29653076:-	NF1	1670
5699	chr17	29654804	-	NF1	1853	chr17:29654804:-	NF1	1831
5700	chr17	29684312	-	NF1	2632	chr17:29684311:-	NF1	2611
5701	chr17	29657444	+	NF1	1914	chr17:29657444:+	NF1	1892
5703	chr17	29670036	-	NF1	2358	chr17:29670035:-	NF1	150
5704	chr17	29663777	-	NF1	2091	chr17:29663776:-	NF1	2069
5706	chr17	29585488	-	NF1	1434	chr17:29585487:-	NF1	1411
5709	chr17	29654798	+	NF1	1851	chr17:29654798:+	NF1	1829
5710	chr17	29683982	+	NF1	2582	chr17:29683982:+	NF1	2559
5711	chr17	29665072	-	NF1	2245	chr17:29665072:-	NF1	2224
5712	chr17	29562751	-	NF1	1278	chr17:29562750:-	NF1	1276
5713	chr17	29654563	+	NF1	1772	chr17:29654563:+	NF1	1751
5718	chr17	29677332	-	NF1	2485	chr17:29677331:+	NF1	2462
5719	chr17	29588785	+	NF1	1545	chr17:29588785:+	NF1	1524
5720	chr17	29588792	-	NF1	1548	chr17:29588791:-	NF1	1525
5721	chr17	29563001	+	NF1	1313	chr17:29563001:+	NF1	1312
5722	chr17	29528159	-	NF1	390	chr17:29528159:-	NF1	388
5723	chr17	29533374	-	NF1	460	chr17:29533374:-	NF1	458
5725	chr17	29663658	+	NF1	2052	chr17:29663658:+	NF1	2029
5726	chr17	29592310	-	NF1	1597	chr17:29592309:-	NF1	1575
5727	chr17	29684290	+	NF1	2625	chr17:29684290:+	NF1	2604
5728	chr17	29533269	+	NF1	425	chr17:29533269:+	NF1	90
5729	chr17	29665152	+	NF1	2272	chr17:29665152:+	NF1	2251
5730	chr17	29667546	+	NF1	2316	chr17:29667546:+	NF1	27
5731	chr17	29652920	-	NF1	1640	chr17:29652919:-	NF1	1617
5733	chr17	29665117	+	NF1	2260	chr17:29665117:+	NF1	2239
5734	chr17	29533282	-	NF1	429	chr17:29533281:-	NF1	428
5736	chr17	29667651	-	NF1	2351	chr17:29667650:-	NF1	1995
5737	chr17	29664881	-	NF1	2230	chr17:29664880:-	NF1	13
5739	chr17	29654659	-	NF1	1804	chr17:29654658:-	NF1	1783
5740	chr17	29546100	-	NF1	536	chr17:29546100:-	NF1	201
5741	chr17	29657460	-	NF1	1919	chr17:29657459:-	NF1	1898
5742	chr17	29684386	-	NF1	2657	chr17:29684385:-	NF1	2635
5743	chr17	29490314	+	NF1	134	chr17:29490314:+	NF1	133
5744	chr17	29528160	-	NF1	390	chr17:29528159:-	NF1	388
5745	chr17	29663846	-	NF1	2114	chr17:29663845:-	NF1	2093
5746	chr17	29661858	-	NF1	1939	chr17:29661857:-	NF1	1917
5747	chr17	29652855	+	NF1	1618	chr17:29652855:+	NF1	1596
5748	chr17	29677336	-	NF1	0	chr17:29677335:-	NF1	2464
5749	chr17	29422336	+	NF1	4	chr17:29422336:+	NF1	2
5751	chr17	29654760	-	NF1	1838	chr17:29654760:-	NF1	1816
5752	chr17	29679371	-	NF1	2519	chr17:29679370:-	NF1	2497
5753	chr17	29664595	+	NF1	2213	chr17:29664595:+	NF1	2191
5756	chr17	29667535	-	NF1	2312	chr17:29667534:-	NF1	24
5757	chr17	29527484	-	NF1	312	chr17:29527483:-	NF1	311
5759	chr17	29653216	-	NF1	1739	chr17:29653215:-	NF1	1717
5760	chr17	29588851	-	NF1	1567	chr17:29588850:-	NF1	1546
5761	chr17	29592322	+	NF1	1601	chr17:29592322:+	NF1	1579
5762	chr17	29509590	+	NF1	266	chr17:29509590:+	NF1	265
5763	chr17	29679391	+	NF1	2525	chr17:29679391:+	NF1	2503
5765	chr17	29552233	-	NF1	656	chr17:29552232:-	NF1	655
5766	chr17	29486105	+	NF1	95	chr17:29486105:+	NF1	27
5767	chr17	29677331	+	NF1	2485	chr17:29677331:+	NF1	2462
5768	chr17	29654772	-	NF1	1842	chr17:29654772:-	NF1	1821
5772	chr17	29663854	-	NF1	2117	chr17:29663853:-	NF1	2095
5773	chr17	29497014	-	NF1	196	chr17:29497013:-	NF1	195
5774	chr17	29657411	-	NF1	1903	chr17:29657410:-	NF1	1881
5776	chr17	29560048	-	NF1	1176	chr17:29560047:-	NF1	1175
5777	chr17	29664494	-	NF1	2179	chr17:29664493:-	NF1	2157
5778	chr17	29508790	-	NF1	240	chr17:29508790:-	NF1	238
5780	chr17	29653260	-	NF1	1753	chr17:29653259:-	NF1	1731
5781	chr17	29684082	+	NF1	2615	chr17:29684082:+	NF1	2594
5783	chr17	29679346	+	NF1	2510	chr17:29679346:+	NF1	2488
5784	chr17	29654793	-	NF1	1849	chr17:29654792:-	NF1	1827
5785	chr17	29588840	-	NF1	1564	chr17:29588839:-	NF1	1542
5787	chr17	29587486	+	NF1	1511	chr17:29587486:+	NF1	1489
5788	chr17	29652942	+	NF1	1647	chr17:29652942:+	NF1	1626
5791	chr17	29490389	+	NF1	159	chr17:29490389:+	NF1	91
5793	chr17	29559823	+	NF1	1141	chr17:29559823:+	NF1	1139
5794	chr17	29664566	-	NF1	2203	chr17:29664565:-	NF1	2182
5795	chr17	29654540	-	NF1	1765	chr17:29654539:-	NF1	1742
5796	chr17	29654661	+	NF1	1805	chr17:29654661:+	NF1	1783
5797	chr17	29557356	+	NF1	1024	chr17:29557356:+	NF1	1023
5798	chr17	29662046	-	NF1	2002	chr17:29662045:-	NF1	1980
5799	chr17	29556480	-	NF1	950	chr17:29556479:-	NF1	948
5800	chr17	29665752	-	NF1	2284	chr17:29665751:-	NF1	2262
5801	chr17	29560223	-	NF1	1234	chr17:29560222:-	NF1	1232
5802	chr17	29657380	-	NF1	1893	chr17:29657379:-	NF1	1870
5805	chr17	29533266	+	NF1	424	chr17:29533266:+	NF1	423
5806	chr17	29679300	-	NF1	2495	chr17:29679299:-	NF1	2473
5807	chr17	29557377	-	NF1	1031	chr17:29557376:-	NF1	1030
5808	chr17	29560036	-	NF1	1172	chr17:29560035:-	NF1	1171
5809	chr17	29663840	+	NF1	2112	chr17:29663840:+	NF1	2091
5810	chr17	29676155	-	NF1	2403	chr17:29676154:-	NF1	2046
5811	chr17	29679370	-	NF1	2518	chr17:29679370:-	NF1	2497
5812	chr17	29585390	+	NF1	1401	chr17:29585390:+	NF1	1379
5815	chr17	29422378	-	NF1	18	chr17:29422377:-	NF1	17
5816	chr17	29664501	+	NF1	2182	chr17:29664501:+	NF1	2159
5817	chr17	29541592	-	NF1	506	chr17:29541591:-	NF1	505
5819	chr17	29528440	-	NF1	400	chr17:29528439:-	NF1	64
5820	chr17	29657388	+	NF1	1895	chr17:29657388:+	NF1	1874
5822	chr17	29665148	-	NF1	2271	chr17:29665147:-	NF1	2248
5823	chr17	29559148	-	NF1	1086	chr17:29559148:-	NF1	1085
5825	chr17	29664510	-	NF1	2185	chr17:29664509:-	NF1	2163
5827	chr17	29585376	-	NF1	1397	chr17:29585375:-	NF1	1375
5829	chr17	29664521	+	NF1	2188	chr17:29664521:+	NF1	2167
5830	chr17	29663789	-	NF1	2095	chr17:29663789:-	NF1	2073
5831	chr17	29670066	-	NF1	2368	chr17:29670065:+	NF1	2345
5832	chr17	29654780	+	NF1	1845	chr17:29654780:+	NF1	1823
5834	chr17	29585456	+	NF1	1423	chr17:29585456:+	NF1	1402
5835	chr17	29667630	-	NF1	2344	chr17:29667629:-	NF1	1987
5837	chr17	29556092	-	NF1	820	chr17:29556092:+	NF1	820
5838	chr17	29490329	+	NF1	139	chr17:29490329:+	NF1	138
5839	chr17	29663710	-	NF1	2069	chr17:29663709:-	NF1	2046
5841	chr17	29553605	+	NF1	719	chr17:29553605:+	NF1	717
5843	chr17	29553593	-	NF1	715	chr17:29553592:-	NF1	714
5844	chr17	29556195	-	NF1	855	chr17:29556194:-	NF1	854
5845	chr17	29667525	-	NF1	2309	chr17:29667524:-	NF1	2308
5846	chr17	29663861	-	NF1	2119	chr17:29663861:-	NF1	2097
5847	chr17	29670065	+	NF1	2368	chr17:29670065:+	NF1	2345
5848	chr17	29664503	-	NF1	2182	chr17:29664502:+	NF1	2161
5849	chr17	29679369	-	NF1	2518	chr17:29679369:-	NF1	2497
5850	chr17	29684347	+	NF1	2644	chr17:29684347:+	NF1	2622
5851	chr17	29670050	+	NF1	2363	chr17:29670050:+	NF1	2341
5852	chr17	29679408	-	NF1	2531	chr17:29679407:-	NF1	2509
5853	chr17	29490289	-	NF1	125	chr17:29490289:+	NF1	125
