#index	Chr	DSB_coor	strand	Gene_Name	AA_loc	Assigned_pos	Assigned_Gene_Name	Assigned_AA_loc
123058	chr17	41154925	+	RPL27	134	chr17:41154925:+	RPL27	133
123556	chr17	42937816	-	EFTUD2	568	chr17:42937816:+	EFTUD2	568
123559	chr17	42941075	-	EFTUD2	454	chr17:42941075:+	EFTUD2	454
123562	chr17	42964019	-	EFTUD2	68	chr17:42964019:+	EFTUD2	68
124058	chr17	45734315	+	KPNB1	125	chr17:45734315:+	KPNB1	9
124059	chr17	45734340	-	KPNB1	133	chr17:45734340:+	KPNB1	133
124061	chr17	45745659	-	KPNB1	370	chr17:45745658:-	KPNB1	153
124062	chr17	45747229	+	KPNB1	471	chr17:45747229:+	KPNB1	469
124063	chr17	45750405	+	KPNB1	524	chr17:45750405:+	KPNB1	337
125446	chr17	57738830	+	CLTC	399	chr17:57738830:+	CLTC	397
125447	chr17	57738959	+	CLTC	442	chr17:57738959:+	CLTC	441
125449	chr17	57763004	+	CLTC	1555	chr17:57763004:+	CLTC	1553
125603	chr17	59147247	+	RPL23A	0	NA	NA	NA
126559	chr17	72200304	-	RPL38	14	chr17:72200303:-	RPL38	12
126562	chr17	72200316	-	RPL38	18	chr17:72200315:-	RPL38	17
126563	chr17	72205390	-	RPL38	44	chr17:72205391:+	RPL38	44
126565	chr17	72205399	-	RPL38	47	chr17:72205398:-	RPL38	46
127829	chr17	78111210	-	EIF4A3	319	chr17:78111209:+	EIF4A3	319
127830	chr17	78111226	-	EIF4A3	314	chr17:78111226:+	EIF4A3	314
127832	chr17	78112911	-	EIF4A3	212	chr17:78112910:+	EIF4A3	212
128914	chr18	6462177	-	RPL6	0	NA	NA	NA
128915	chr18	6462211	+	RPL6	0	NA	NA	NA
128916	chr18	6462347	-	RPL6	0	NA	NA	NA
128917	chr18	6462451	+	RPL6	0	NA	NA	NA
129104	chr18	10526141	-	NAPG	15	chr18:10526140:-	NAPG	13
129106	chr18	10532757	+	NAPG	59	chr18:10532757:+	NAPG	102
129107	chr18	10532763	-	NAPG	61	chr18:10532762:-	NAPG	60
129109	chr18	10539850	-	NAPG	117	chr18:10539849:+	NAPG	117
129496	chr18	19203846	-	SNRPD1	77	chr18:19203845:-	SNRPD1	76
129500	chr18	19209078	+	SNRPD1	114	chr18:19209078:+	SNRPD1	113
129501	chr18	19209094	-	SNRPD1	119	chr18:19209093:-	SNRPD1	117
132341	chr19	1438859	-	RPS15	20	chr19:1438858:-	RPS15	19
132343	chr19	1440171	-	RPS15	82	chr19:1440170:-	RPS15	48
132344	chr19	1440189	-	RPS15	88	chr19:1440190:+	RPS15	88
132345	chr19	1440243	-	RPS15	106	chr19:1440242:-	RPS15	77
132349	chr19	1440455	-	RPS15	145	chr19:1440455:-	RPS15	151
132350	chr19	1440458	+	RPS15	146	chr19:1440458:+	RPS15	151
132631	chr19	2243510	-	SF3A2	32	chr19:2243511:+	SF3A2	32
132633	chr19	2244752	+	SF3A2	74	chr19:2244752:+	SF3A2	73
132637	chr19	2246970	-	SF3A2	166	chr19:2246969:-	SF3A2	164
133141	chr19	3978055	-	EEF2	610	chr19:3978055:+	EEF2	610
133143	chr19	3980870	-	EEF2	373	chr19:3980870:+	EEF2	373
133540	chr19	5691395	+	RPL36	54	chr19:5691395:+	RPL36	53
133542	chr19	5691563	-	RPL36	84	chr19:5691563:+	RPL36	82
133543	chr19	5691563	+	RPL36	84	chr19:5691563:+	RPL36	82
133545	chr19	5691602	+	RPL36	97	chr19:5691602:+	RPL36	95
134059	chr19	7685760	-	XAB2	648	chr19:7685760:+	XAB2	648
134061	chr19	7688160	-	XAB2	378	chr19:7688159:+	XAB2	378
134067	chr19	7693163	-	XAB2	24	chr19:7693163:+	XAB2	24
134376	chr19	8509934	+	HNRNPM	18	NA	NA	NA
134377	chr19	8520316	+	HNRNPM	48	chr19:8520316:+	HNRNPM	46
134379	chr19	8536244	+	HNRNPM	311	chr19:8536244:+	HNRNPM	309
134382	chr19	8550919	-	HNRNPM	536	chr19:8550919:+	HNRNPM	536
135034	chr19	10870432	-	DNM2	61	chr19:10870431:+	DNM2	60
135038	chr19	10923048	+	DNM2	556	chr19:10923048:+	DNM2	551
135039	chr19	10934479	+	DNM2	600	chr19:10934479:+	DNM2	595
135040	chr19	10935814	+	DNM2	659	chr19:10935814:+	DNM2	655
135041	chr19	10939732	-	DNM2	694	chr19:10939731:-	DNM2	689
135042	chr19	10939761	-	DNM2	703	chr19:10939760:-	DNM2	699
136458	chr19	15722603	-	RPL23A	0	NA	NA	NA
137062	chr19	17972146	-	RPL18A	22	chr19:17972146:-	RPL18A	20
137063	chr19	17972155	-	RPL18A	25	chr19:17972154:-	RPL18A	24
137064	chr19	17972926	-	RPL18A	75	chr19:17972925:-	RPL18A	73
137069	chr19	17973734	-	RPL18A	113	chr19:17973733:+	RPL18A	111
137070	chr19	17973755	-	RPL18A	120	chr19:17973754:-	RPL18A	119
137073	chr19	17973822	-	RPL18A	142	chr19:17973821:-	RPL18A	140
137214	chr19	18420556	-	LSM4	87	chr19:18420556:+	LSM4	87
137405	chr19	19030660	-	DDX49	37	chr19:19030660:+	DDX49	37
137406	chr19	19031450	-	DDX49	60	chr19:19031449:-	DDX49	59
137407	chr19	19032770	-	DDX49	149	chr19:19032769:-	DDX49	147
140112	chr19	39944007	+	SUPT5H	30	chr19:39944007:+	SUPT5H	28
140114	chr19	39949522	+	SUPT5H	129	chr19:39949522:+	SUPT5H	128
140117	chr19	39957357	-	SUPT5H	337	chr19:39957356:+	SUPT5H	335
140281	chr19	40478402	-	PSMC4	88	chr19:40478403:+	PSMC4	88
140838	chr19	42364854	-	RPS19	4	chr19:42364853:-	RPS19	2
140839	chr19	42364880	-	RPS19	13	chr19:42364879:-	RPS19	11
140845	chr19	42373228	+	RPS19	101	chr19:42373228:+	RPS19	99
142486	chr19	47995364	-	NAPA	191	chr19:47995363:+	NAPA	191
142990	chr19	49507566	+	RUVBL2	53	chr19:49507566:+	RUVBL2	51
142992	chr19	49507670	-	RUVBL2	87	chr19:49507670:+	RUVBL2	87
143255	chr19	49993757	-	RPL13A	61	chr19:49993756:-	RPL13A	60
143257	chr19	49993814	-	RPL13A	80	chr19:49993814:+	RPL13A	79
143259	chr19	49994070	-	RPL13A	98	chr19:49994071:+	RPL13A	98
143261	chr19	49994085	-	RPL13A	103	chr19:49994084:-	RPL13A	102
143262	chr19	49994113	-	RPL13A	112	chr19:49994112:-	RPL13A	111
143267	chr19	50000534	+	RPS11	34	chr19:50000534:+	RPS11	33
143268	chr19	50000541	-	RPS11	36	chr19:50000540:-	RPS11	35
143273	chr19	50001223	-	RPS11	92	chr19:50001222:-	RPS11	91
143274	chr19	50001298	-	RPS11	117	chr19:50001298:+	RPS11	115
144362	chr19	52714519	-	PPP2R1A	93	chr19:52714518:-	PPP2R1A	37
144364	chr19	52714682	-	PPP2R1A	147	chr19:52714682:+	PPP2R1A	147
144365	chr19	52715999	+	PPP2R1A	189	chr19:52715999:+	PPP2R1A	9
144858	chr19	54626934	+	PRPF31	175	chr19:54626934:+	PRPF31	174
144862	chr19	54629908	+	PRPF31	288	chr19:54629908:+	PRPF31	287
144863	chr19	54631695	+	PRPF31	364	chr19:54631695:+	PRPF31	362
144915	chr19	54705365	+	RPS9	37	chr19:54705365:+	RPS9	36
144917	chr19	54705465	-	RPS9	70	chr19:54705464:-	RPS9	68
144918	chr19	54710256	-	RPS9	112	chr19:54710257:+	RPS9	112
144920	chr19	54710322	-	RPS9	134	chr19:54710321:-	RPS9	133
145576	chr19	56170595	+	U2AF2	24	chr19:56170595:+	U2AF2	22
145577	chr19	56170640	+	U2AF2	39	chr19:56170640:+	U2AF2	37
145579	chr19	56174980	-	U2AF2	205	chr19:56174979:-	U2AF2	39
146435	chr19	58899510	+	RPS5	3	chr19:58899510:+	RPS5	1
146436	chr19	58899535	-	RPS5	11	chr19:58899534:-	RPS5	9
146438	chr19	58904480	-	RPS5	83	chr19:58904479:+	RPS5	82
146440	chr19	58904842	-	RPS5	146	chr19:58904841:-	RPS5	144
146535	chr19	59063649	-	CHMP2A	108	chr19:59063648:+	CHMP2A	108
146714	chr2	3623448	+	RPS7	40	chr2:3623448:+	RPS7	39
146716	chr2	3624160	-	RPS7	78	chr2:3624159:-	RPS7	77
146717	chr2	3624166	-	RPS7	80	chr2:3624165:-	RPS7	79
146720	chr2	3625359	+	RPS7	118	chr2:3625359:+	RPS7	117
146723	chr2	3627781	-	RPS7	147	chr2:3627780:-	RPS7	146
148074	chr2	27587687	-	EIF2B4	443	chr2:27587686:-	EIF2B4	423
148075	chr2	27589748	-	EIF2B4	376	chr2:27589747:-	EIF2B4	357
148076	chr2	27589761	-	EIF2B4	372	chr2:27589760:-	EIF2B4	353
148077	chr2	27590339	-	EIF2B4	310	chr2:27590338:-	EIF2B4	289
148078	chr2	27590405	+	EIF2B4	288	chr2:27590405:+	EIF2B4	268
148079	chr2	27591572	+	EIF2B4	169	chr2:27591572:+	EIF2B4	147
148080	chr2	27591895	+	EIF2B4	152	chr2:27591895:+	EIF2B4	130
148081	chr2	27591969	-	EIF2B4	127	chr2:27591968:+	EIF2B4	108
148082	chr2	27592286	-	EIF2B4	90	chr2:27592286:+	EIF2B4	68
148083	chr2	27592344	-	EIF2B4	70	chr2:27592343:-	EIF2B4	50
148819	chr2	38709379	+	RPLP0	0	NA	NA	NA
149420	chr2	47917992	-	RPL18A	0	NA	NA	NA
149664	chr2	55459984	+	RPS27A	9	chr2:55459984:+	RPS27A	8
149669	chr2	55461266	-	RPS27A	39	chr2:55461265:-	RPS27A	37
149673	chr2	55462011	+	RPS27A	79	chr2:55462011:+	RPS27A	77
149675	chr2	55462596	-	RPS27A	119	chr2:55462595:-	RPS27A	117
149903	chr2	61749751	-	XPO1	99	chr2:61749750:+	XPO1	99
150345	chr2	70121143	+	SNRNP27	10	chr2:70121143:+	SNRNP27	9
150346	chr2	70121147	-	SNRNP27	11	chr2:70121146:-	SNRNP27	9
150347	chr2	70122248	+	SNRNP27	20	chr2:70122248:+	SNRNP27	19
150348	chr2	70122250	-	SNRNP27	20	chr2:70122249:+	SNRNP27	20
150349	chr2	70122281	+	SNRNP27	31	chr2:70122281:+	SNRNP27	29
150350	chr2	70122305	+	SNRNP27	39	chr2:70122305:+	SNRNP27	37
150351	chr2	70122333	-	SNRNP27	48	chr2:70122332:-	SNRNP27	46
150352	chr2	70123602	-	SNRNP27	64	chr2:70123601:-	SNRNP27	63
150354	chr2	70129518	-	SNRNP27	0	NA	NA	NA
150355	chr2	70129530	-	SNRNP27	0	NA	NA	NA
150356	chr2	70129531	+	SNRNP27	0	NA	NA	NA
150357	chr2	70129590	+	SNRNP27	0	NA	NA	NA
150358	chr2	70129806	-	SNRNP27	0	NA	NA	NA
150359	chr2	70129818	-	SNRNP27	0	NA	NA	NA
150716	chr2	73476220	-	CCT7	296	chr2:73476220:-	CCT7	207
150719	chr2	73477491	-	CCT7	377	chr2:73477490:-	CCT7	172
150722	chr2	73478413	-	CCT7	422	chr2:73478412:-	CCT7	216
150723	chr2	73478492	-	CCT7	448	chr2:73478491:-	CCT7	319
151482	chr2	85846371	+	USP39	100	chr2:85846371:+	USP39	99
151483	chr2	85850821	-	USP39	163	chr2:85850820:-	USP39	59
151484	chr2	85850839	-	USP39	169	chr2:85850838:-	USP39	89
151486	chr2	85852757	-	USP39	223	chr2:85852756:-	USP39	119
151488	chr2	85857919	-	USP39	267	chr2:85857918:-	USP39	266
151489	chr2	85857948	-	USP39	277	chr2:85857947:+	USP39	173
151491	chr2	85875088	-	USP39	534	chr2:85875087:-	USP39	429
152775	chr2	99718908	+	SMC3	0	NA	NA	NA
152776	chr2	99718929	-	SMC3	0	NA	NA	NA
152777	chr2	99718964	+	SMC3	0	NA	NA	NA
152779	chr2	99719021	+	SMC3	0	NA	NA	NA
152781	chr2	99719118	+	SMC3	0	NA	NA	NA
152783	chr2	99719205	+	SMC3	0	NA	NA	NA
152858	chr2	99984990	+	EIF5B	442	chr2:99984990:+	EIF5B	441
152860	chr2	99993087	+	EIF5B	611	chr2:99993087:+	EIF5B	610
152864	chr2	100013328	+	EIF5B	1121	chr2:100013328:+	EIF5B	1119
152956	chr2	101619268	-	RPL31	36	chr2:101619267:-	RPL31	23
152957	chr2	101620638	+	RPL31	43	chr2:101620638:+	RPL31	30
152958	chr2	101620645	-	RPL31	45	chr2:101620644:-	RPL31	31
152959	chr2	101620696	-	RPL31	62	chr2:101620695:-	RPL31	60
152960	chr2	101620707	+	RPL31	66	chr2:101620707:+	RPL31	64
152961	chr2	101622445	-	RPL31	87	chr2:101622444:-	RPL31	73
152963	chr2	101622826	+	RPL31	0	chr2:101622826:+	RPL31	120
152964	chr2	101635497	+	RPL31	129	chr2:101635497:+	RPL31	128
153941	chr2	118572395	+	DDX18	15	chr2:118572395:+	DDX18	13
153947	chr2	118579755	-	DDX18	329	chr2:118579756:+	DDX18	329
153950	chr2	118583164	-	DDX18	504	chr2:118583163:-	DDX18	502
153951	chr2	118586997	-	DDX18	609	chr2:118586996:-	DDX18	607
156055	chr2	171608822	+	EIF2S2	0	NA	NA	NA
156056	chr2	171608921	-	EIF2S2	0	NA	NA	NA
156057	chr2	171609152	+	EIF2S2	0	NA	NA	NA
156058	chr2	171609154	-	EIF2S2	0	NA	NA	NA
156137	chr2	172373795	+	RPS15	0	NA	NA	NA
156140	chr2	172373956	-	RPS15	0	NA	NA	NA
156145	chr2	172374172	-	RPS15	0	NA	NA	NA
156157	chr2	172549298	-	DYNC1I2	41	chr2:172549297:-	DYNC1I2	39
156158	chr2	172569305	-	DYNC1I2	122	chr2:172569304:-	DYNC1I2	115
156160	chr2	172582169	-	DYNC1I2	185	chr2:172582168:-	DYNC1I2	157
156161	chr2	172584445	-	DYNC1I2	371	chr2:172584444:-	DYNC1I2	369
157037	chr2	190788285	+	HNRNPC	0	NA	NA	NA
157038	chr2	190788362	+	HNRNPC	0	NA	NA	NA
157040	chr2	190788504	+	HNRNPC	0	NA	NA	NA
157045	chr2	190788803	+	HNRNPC	0	NA	NA	NA
157332	chr2	198365831	-	HSPE1	13	chr2:198365830:-	HSPE1	11
157333	chr2	198365842	-	HSPE1	17	chr2:198365841:-	HSPE1	15
158370	chr2	217364058	-	RPL37A	24	chr2:217364059:+	RPL37A	24
158371	chr2	217364091	-	RPL37A	35	chr2:217364090:-	RPL37A	33
158376	chr2	217366078	-	RPL37A	77	chr2:217366077:+	RPL37A	77
159484	chr2	231936930	-	PSMD1	228	chr2:231936929:-	PSMD1	227
159486	chr2	231936977	-	PSMD1	244	chr2:231936976:-	PSMD1	243
159489	chr2	231944899	-	PSMD1	429	chr2:231944898:-	PSMD1	428
160051	chr2	237998594	+	COPS8	97	chr2:237998594:+	COPS8	46
160052	chr2	237998600	-	COPS8	99	chr2:237998599:-	COPS8	98
162228	chr20	18485480	-	RPS19	0	NA	NA	NA
165101	chr20	47683024	-	CSE1L	152	chr20:47683023:-	CSE1L	151
165103	chr20	47685296	+	CSE1L	205	chr20:47685296:+	CSE1L	203
165104	chr20	47700676	+	CSE1L	533	chr20:47700676:+	CSE1L	315
165105	chr20	47706182	-	CSE1L	694	chr20:47706182:+	CSE1L	694
165106	chr20	47710818	+	CSE1L	864	chr20:47710818:+	CSE1L	863
172644	chr22	36922125	-	EIF3D	15	chr22:36922125:+	EIF3D	15
172974	chr22	38355364	-	POLR2F	35	chr22:38355363:-	POLR2F	24
172975	chr22	38355385	-	POLR2F	42	chr22:38355385:-	POLR2F	32
172980	chr22	38363155	-	POLR2F	91	chr22:38363154:-	POLR2F	89
173287	chr22	39709644	-	RPL3	347	chr22:39709643:+	RPL3	347
173296	chr22	39712716	-	RPL3	165	chr22:39712715:+	RPL3	165
173297	chr22	39713581	-	RPL3	83	chr22:39713581:+	RPL3	83
176829	chr3	39452421	-	RPSA	144	chr3:39452420:-	RPSA	147
176880	chr3	40500222	+	RPL14	66	chr3:40500222:+	RPL14	64
179050	chr3	52721318	+	GNL3	44	chr3:52721318:+	GNL3	31
179052	chr3	52721393	+	GNL3	69	chr3:52721393:+	GNL3	55
179054	chr3	52724670	-	GNL3	202	chr3:52724669:-	GNL3	201
179059	chr3	52727325	+	GNL3	390	chr3:52727325:+	GNL3	388
179794	chr3	68684898	+	PSMC1	0	NA	NA	NA
179795	chr3	68684950	+	PSMC1	0	NA	NA	NA
179796	chr3	68685026	+	PSMC1	0	NA	NA	NA
179797	chr3	68685297	-	PSMC1	0	NA	NA	NA
179799	chr3	68685360	+	PSMC1	0	NA	NA	NA
179800	chr3	68685367	-	PSMC1	0	NA	NA	NA
179801	chr3	68685415	+	PSMC1	0	NA	NA	NA
179802	chr3	68685651	-	PSMC1	0	NA	NA	NA
179803	chr3	68685674	-	PSMC1	0	NA	NA	NA
180713	chr3	101404728	-	RPL24	42	chr3:101404728:+	RPL24	42
180715	chr3	101405331	-	RPL24	25	chr3:101405330:+	RPL24	25
182302	chr3	127842468	-	RUVBL1	33	chr3:127842467:+	RUVBL1	33
184553	chr3	161147199	+	RPL23A	0	NA	NA	NA
184554	chr3	161147218	+	RPL23A	0	NA	NA	NA
184555	chr3	161147242	+	RPL23A	0	NA	NA	NA
184556	chr3	161147343	+	RPL23A	0	NA	NA	NA
185399	chr3	183867875	+	RPS3	0	NA	NA	NA
185402	chr3	183867923	-	RPS3	0	NA	NA	NA
185606	chr3	185135799	-	RPL4	0	NA	NA	NA
185607	chr3	185135837	+	RPL4	0	NA	NA	NA
185611	chr3	185136305	-	RPL4	0	NA	NA	NA
186649	chr3	197680946	-	RPL35A	80	chr3:197680945:-	RPL35A	79
188662	chr4	39460770	+	LIAS	12	chr4:39460770:+	LIAS	11
188663	chr4	39462484	-	LIAS	41	chr4:39462483:+	LIAS	39
188665	chr4	39465221	-	LIAS	130	chr4:39465220:+	LIAS	130
188666	chr4	39466735	-	LIAS	155	chr4:39466734:-	LIAS	153
188667	chr4	39471658	-	LIAS	253	chr4:39471657:-	LIAS	209
189611	chr4	66439369	+	RPL6	0	NA	NA	NA
189612	chr4	66439408	+	RPL6	0	NA	NA	NA
189613	chr4	66439486	+	RPL6	0	NA	NA	NA
189614	chr4	66439531	-	RPL6	0	NA	NA	NA
189615	chr4	66439546	-	RPL6	0	NA	NA	NA
189616	chr4	66439613	+	RPL6	0	NA	NA	NA
190520	chr4	76911913	-	SDAD1	27	chr4:76911912:+	SDAD1	27
190937	chr4	83970446	-	COPS4	95	chr4:83970445:-	COPS4	93
190942	chr4	83978160	-	COPS4	165	chr4:83978159:-	COPS4	164
192041	chr4	109543142	-	RPL34	10	chr4:109543141:-	RPL34	9
192043	chr4	109543270	-	RPL34	26	chr4:109543269:+	RPL34	24
192044	chr4	109543325	-	RPL34	44	chr4:109543324:-	RPL34	42
192045	chr4	109543348	-	RPL34	52	chr4:109543348:-	RPL34	51
192047	chr4	109543769	+	RPL34	89	chr4:109543769:+	RPL34	88
192049	chr4	109546305	-	RPL34	98	chr4:109546304:-	RPL34	97
192142	chr4	110737470	+	GAR1	51	chr4:110737470:+	GAR1	50
192143	chr4	110737522	-	GAR1	68	chr4:110737521:-	GAR1	66
192145	chr4	110745149	+	GAR1	201	chr4:110745149:+	GAR1	200
193349	chr4	147108436	-	LSM6	36	chr4:147108437:+	LSM6	36
193352	chr4	147108469	-	LSM6	47	chr4:147108468:-	LSM6	46
193355	chr4	147110796	+	LSM6	78	chr4:147110796:+	LSM6	77
193493	chr4	152020809	-	RPS3A	2	chr4:152020809:+	RPS3A	2
193501	chr4	152024193	-	RPS3A	176	chr4:152024192:-	RPS3A	174
194372	chr4	174555375	+	RAN	0	NA	NA	NA
196135	chr5	34918571	-	BRIX1	88	chr5:34918570:-	BRIX1	86
196139	chr5	34923256	-	BRIX1	194	chr5:34923255:-	BRIX1	193
196140	chr5	34923276	-	BRIX1	201	chr5:34923277:+	BRIX1	201
196470	chr5	40834650	-	RPL37	21	chr5:40834649:+	RPL37	21
199843	chr5	121356492	+	SRFBP1	355	chr5:121356492:+	SRFBP1	353
200600	chr5	134099687	+	DDX46	38	chr5:134099687:+	DDX46	37
200601	chr5	134099714	+	DDX46	47	chr5:134099714:+	DDX46	46
202615	chr5	149825240	-	RPS14	107	chr5:149825240:+	RPS14	107
202617	chr5	149826438	-	RPS14	79	chr5:149826437:+	RPS14	79
203410	chr5	165809338	+	RPLP0	0	NA	NA	NA
203411	chr5	165809381	+	RPLP0	0	NA	NA	NA
203412	chr5	165809397	+	RPLP0	0	NA	NA	NA
203413	chr5	165809415	+	RPLP0	0	NA	NA	NA
203415	chr5	165809499	-	RPLP0	0	NA	NA	NA
203416	chr5	165809526	-	RPLP0	0	NA	NA	NA
203417	chr5	165809544	-	RPLP0	0	NA	NA	NA
203418	chr5	165809577	+	RPLP0	0	NA	NA	NA
207826	chr6	30453844	-	RAN	0	NA	NA	NA
207828	chr6	30453913	+	RAN	0	NA	NA	NA
207831	chr6	30454022	+	RAN	0	NA	NA	NA
207832	chr6	30454026	-	RAN	0	NA	NA	NA
209100	chr6	33240467	+	RPS18	23	chr6:33240467:+	RPS18	21
209102	chr6	33243778	-	RPS18	76	chr6:33243777:-	RPS18	75
209104	chr6	33244009	+	RPS18	117	chr6:33244009:+	RPS18	115
209105	chr6	33244036	+	RPS18	126	chr6:33244036:+	RPS18	124
209107	chr6	33244210	-	RPS18	143	chr6:33244209:-	RPS18	142
209108	chr6	33244219	-	RPS18	146	chr6:33244218:+	RPS18	144
209522	chr6	35436627	-	RPL10A	20	chr6:35436626:-	RPL10A	19
209523	chr6	35436733	-	RPL10A	31	chr6:35436734:+	RPL10A	31
209526	chr6	35437179	-	RPL10A	62	chr6:35437178:-	RPL10A	60
209529	chr6	35437248	-	RPL10A	85	chr6:35437248:-	RPL10A	83
209532	chr6	35438054	-	RPL10A	137	chr6:35438053:-	RPL10A	136
209730	chr6	36564648	-	SRSF3	37	chr6:36564647:-	SRSF3	36
209732	chr6	36564678	-	SRSF3	47	chr6:36564677:-	SRSF3	46
209733	chr6	36564713	-	SRSF3	59	chr6:36564712:-	SRSF3	57
209735	chr6	36566702	-	SRSF3	95	chr6:36566702:+	SRSF3	95
209736	chr6	36566750	-	SRSF3	111	chr6:36566749:-	SRSF3	110
209737	chr6	36568956	+	SRSF3	124	chr6:36568956:+	SRSF3	123
209738	chr6	36569554	-	SRSF3	151	chr6:36569553:-	SRSF3	150
210445	chr6	42924232	-	RPL24	0	NA	NA	NA
210446	chr6	42924320	-	RPL24	0	NA	NA	NA
210448	chr6	42924374	+	RPL24	0	NA	NA	NA
210890	chr6	44360497	+	CDC5L	82	chr6:44360497:+	CDC5L	80
210893	chr6	44387255	-	CDC5L	388	chr6:44387254:-	CDC5L	386
210895	chr6	44413592	+	CDC5L	765	chr6:44413592:+	CDC5L	763
213277	chr6	110501685	-	CDC40	13	chr6:110501685:+	CDC40	13
213278	chr6	110501741	-	CDC40	32	chr6:110501740:-	CDC40	31
213282	chr6	110531942	+	CDC40	222	chr6:110531942:+	CDC40	221
213284	chr6	110533386	-	CDC40	260	chr6:110533387:+	CDC40	260
213501	chr6	113902920	+	RPS27A	0	NA	NA	NA
216798	chr7	2416665	+	EIF3B	704	chr7:2416665:+	EIF3B	702
219062	chr7	42961462	-	PSMA2	175	chr7:42961462:+	PSMA2	175
219066	chr7	42966996	-	PSMA2	35	chr7:42966996:+	PSMA2	35
219270	chr7	44507519	-	RPL32	0	NA	NA	NA
219273	chr7	44507640	+	RPL32	0	NA	NA	NA
219276	chr7	44507826	+	RPL32	0	NA	NA	NA
219278	chr7	44507849	-	RPL32	0	NA	NA	NA
219888	chr7	56119640	+	CCT6A	34	chr7:56119640:+	CCT6A	33
219891	chr7	56123409	+	CCT6A	144	chr7:56123409:+	CCT6A	142
219893	chr7	56125716	-	CCT6A	216	chr7:56125716:+	CCT6A	214
220348	chr7	65219622	+	CCT6A	0	NA	NA	NA
222015	chr7	96339005	-	SHFM1	24	chr7:96339004:+	SHFM1	24
222158	chr7	98015750	-	RPS3A	0	NA	NA	NA
222159	chr7	98015865	-	RPS3A	0	NA	NA	NA
222499	chr7	99687022	+	COPS6	63	chr7:99687022:+	COPS6	61
222502	chr7	99689074	-	COPS6	259	chr7:99689073:-	COPS6	258
223255	chr7	102781815	+	RPL19	0	NA	NA	NA
223260	chr7	102781927	-	RPL19	0	NA	NA	NA
223305	chr7	102996230	-	PSMC2	94	chr7:102996229:-	PSMC2	92
223309	chr7	103003170	-	PSMC2	154	chr7:103003169:-	PSMC2	153
223311	chr7	103004653	-	PSMC2	219	chr7:103004654:+	PSMC2	219
224773	chr7	130927473	-	RPL27	0	NA	NA	NA
224777	chr7	130927618	+	RPL27	0	NA	NA	NA
225011	chr7	135277865	-	NUP205	586	chr7:135277864:-	NUP205	584
225014	chr7	135309962	+	NUP205	1511	chr7:135309962:+	NUP205	1509
225015	chr7	135323428	-	NUP205	1797	chr7:135323427:-	NUP205	1796
225115	chr7	137407172	-	RPL6	0	NA	NA	NA
227426	chr7	158663925	+	WDR60	55	chr7:158663925:+	WDR60	63
227429	chr7	158663988	-	WDR60	76	chr7:158663989:+	WDR60	76
229475	chr8	28157735	-	RPL5	0	NA	NA	NA
230830	chr8	57501031	-	RPL37	0	NA	NA	NA
234584	chr8	144695732	-	TSTA3	257	chr8:144695731:+	TSTA3	257
234585	chr8	144695747	-	TSTA3	252	chr8:144695746:+	TSTA3	252
234592	chr8	144698813	-	TSTA3	23	chr8:144698812:+	TSTA3	23
235982	chr9	19378864	-	RPS6	64	chr9:19378864:+	RPS6	64
236946	chr9	35059066	-	VCP	718	chr9:35059066:+	VCP	718
236951	chr9	35062073	-	VCP	336	chr9:35062073:+	VCP	336
236953	chr9	35065273	-	VCP	184	chr9:35065272:+	VCP	184
238674	chr9	86586893	-	HNRNPK	286	chr9:86586892:+	HNRNPK	286
239933	chr9	103204415	-	MSANTD3	66	chr9:103204414:-	MSANTD3	64
239936	chr9	103204622	-	MSANTD3	135	chr9:103204621:-	MSANTD3	133
239937	chr9	103204633	-	MSANTD3	138	chr9:103204633:+	MSANTD3	138
241703	chr9	130210236	-	RPL12	137	chr9:130210235:+	RPL12	137
242676	chr9	135546141	+	GTF3C4	53	chr9:135546141:+	GTF3C4	51
242678	chr9	135546196	-	GTF3C4	71	chr9:135546195:+	GTF3C4	69
242679	chr9	135546216	-	GTF3C4	78	chr9:135546215:-	GTF3C4	77
242680	chr9	135546240	-	GTF3C4	86	chr9:135546239:-	GTF3C4	84
242681	chr9	135553413	-	GTF3C4	136	chr9:135553412:+	GTF3C4	136
242820	chr9	136215819	-	RPL7A	16	chr9:136215818:-	RPL7A	15
242822	chr9	136216551	-	RPL7A	91	chr9:136216550:+	RPL7A	90
242824	chr9	136216895	-	RPL7A	135	chr9:136216894:-	RPL7A	19
242827	chr9	136217570	-	RPL7A	205	chr9:136217569:+	RPL7A	205
246166	chrX	47060888	-	UBA1	231	chrX:47060888:-	UBA1	244
246167	chrX	47061858	-	UBA1	338	chrX:47061857:-	UBA1	336
248216	chrX	71496040	-	RPS4X	16	chrX:71496039:+	RPS4X	16
248403	chrX	73629384	+	RPS7	0	NA	NA	NA
252269	chrX	152683794	-	HAUS7	0	chrX:152683793:-	ZFP92	5
252270	chrX	152684140	-	HAUS7	0	chrX:152684139:-	ZFP92	13
252271	chrX	152684185	+	HAUS7	0	chrX:152684185:+	ZFP92	29
252272	chrX	152684214	-	HAUS7	0	chrX:152684214:+	ZFP92	39
252273	chrX	152684214	+	HAUS7	0	chrX:152684214:+	ZFP92	39
252274	chrX	152685698	-	HAUS7	0	chrX:152685697:-	ZFP92	57
252275	chrX	152685726	+	HAUS7	0	chrX:152685726:+	ZFP92	66
