#Index	dataset	original symbol	original locus	cutting site	new symbol	new locus
60819	EKO-NALM6_PMID29038160	TLX1NB	chr10:102890771-102890870:-	102890821	NA	NA
60820	EKO-NALM6_PMID29038160	TLX1NB	chr10:102890787-102890886:-	102890837	NA	NA
60821	EKO-NALM6_PMID29038160	TLX1NB	chr10:102890827-102890926:-	102890877	NA	NA
60842	EKO-NALM6_PMID29038160	FLJ41350	chr10:102991970-102992069:+	102992019	NA	NA
60843	EKO-NALM6_PMID29038160	FLJ41350	chr10:102991977-102992076:-	102992027	NA	NA
60844	EKO-NALM6_PMID29038160	FLJ41350	chr10:102991995-102992094:-	102992045	NA	NA
60845	EKO-NALM6_PMID29038160	FLJ41350	chr10:102992016-102992115:-	102992066	NA	NA
60846	EKO-NALM6_PMID29038160	FLJ41350	chr10:102992037-102992136:-	102992087	NA	NA
60847	EKO-NALM6_PMID29038160	FLJ41350	chr10:102992090-102992189:+	102992139	NA	NA
60848	EKO-NALM6_PMID29038160	FLJ41350	chr10:102992111-102992210:-	102992161	NA	NA
60849	EKO-NALM6_PMID29038160	FLJ41350	chr10:102992127-102992226:-	102992177	NA	NA
60850	EKO-NALM6_PMID29038160	FLJ41350	chr10:102997677-102997776:-	102997727	NA	NA
60851	EKO-NALM6_PMID29038160	FLJ41350	chr10:102997695-102997794:-	102997745	NA	NA
61129	EKO-NALM6_PMID29038160	LOC649704	chr10:104611201-104611300:-	104611251	NA	NA
61130	EKO-NALM6_PMID29038160	LOC649704	chr10:104611293-104611392:-	104611343	NA	NA
61131	EKO-NALM6_PMID29038160	LOC649704	chr10:104611305-104611404:-	104611355	NA	NA
61132	EKO-NALM6_PMID29038160	LOC649704	chr10:104611311-104611410:+	104611360	NA	NA
61133	EKO-NALM6_PMID29038160	LOC649704	chr10:104611312-104611411:+	104611361	NA	NA
61134	EKO-NALM6_PMID29038160	LOC649704	chr10:104611402-104611501:+	104611451	NA	NA
61135	EKO-NALM6_PMID29038160	LOC649704	chr10:104611408-104611507:-	104611458	NA	NA
61136	EKO-NALM6_PMID29038160	LOC649704	chr10:104611409-104611508:-	104611459	NA	NA
61137	EKO-NALM6_PMID29038160	LOC649704	chr10:104611423-104611522:+	104611472	NA	NA
61177	EKO-NALM6_PMID29038160	RPEL1	chr10:105005778-105005877:-	105005828	NA	NA
61178	EKO-NALM6_PMID29038160	RPEL1	chr10:105005820-105005919:+	105005869	NA	NA
61179	EKO-NALM6_PMID29038160	RPEL1	chr10:105005895-105005994:-	105005945	NA	NA
61180	EKO-NALM6_PMID29038160	RPEL1	chr10:105005953-105006052:-	105006003	NA	NA
61181	EKO-NALM6_PMID29038160	RPEL1	chr10:105006158-105006257:+	105006207	NA	NA
61182	EKO-NALM6_PMID29038160	RPEL1	chr10:105006184-105006283:+	105006233	NA	NA
61183	EKO-NALM6_PMID29038160	RPEL1	chr10:105006225-105006324:+	105006274	NA	NA
61184	EKO-NALM6_PMID29038160	RPEL1	chr10:105006258-105006357:-	105006308	NA	NA
61185	EKO-NALM6_PMID29038160	RPEL1	chr10:105006288-105006387:+	105006337	NA	NA
61186	EKO-NALM6_PMID29038160	RPEL1	chr10:105006324-105006423:-	105006374	NA	NA
61466	EKO-NALM6_PMID29038160	LOC282997	chr10:112631811-112631910:+	112631860	NA	NA
61467	EKO-NALM6_PMID29038160	LOC282997	chr10:112631919-112632018:-	112631969	NA	NA
61468	EKO-NALM6_PMID29038160	LOC282997	chr10:112632001-112632100:-	112632051	NA	NA
61469	EKO-NALM6_PMID29038160	LOC282997	chr10:112632022-112632121:-	112632072	NA	NA
61470	EKO-NALM6_PMID29038160	LOC282997	chr10:112632077-112632176:-	112632127	NA	NA
61471	EKO-NALM6_PMID29038160	LOC282997	chr10:112632182-112632281:-	112632232	NA	NA
61472	EKO-NALM6_PMID29038160	LOC282997	chr10:112632210-112632309:-	112632260	NA	NA
61473	EKO-NALM6_PMID29038160	LOC282997	chr10:112632268-112632367:-	112632318	NA	NA
61474	EKO-NALM6_PMID29038160	LOC282997	chr10:112632303-112632402:+	112632352	NA	NA
61475	EKO-NALM6_PMID29038160	LOC282997	chr10:112632306-112632405:-	112632356	NA	NA
61496	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696395-112696494:+	112696444	NA	NA
61497	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696399-112696498:-	112696449	NA	NA
61498	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696414-112696513:-	112696464	NA	NA
61499	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696490-112696589:+	112696539	NA	NA
61500	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696613-112696712:+	112696662	NA	NA
61501	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696710-112696809:+	112696759	NA	NA
61502	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696746-112696845:+	112696795	NA	NA
61503	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696829-112696928:-	112696879	NA	NA
61504	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696878-112696977:-	112696928	NA	NA
61505	EKO-NALM6_PMID29038160	RPL13AP6	chr10:112696938-112697037:-	112696988	NA	NA
61545	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114068970-114069069:-	114069020	NA	NA
61546	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114072115-114072214:+	114072164	NA	NA
61547	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114074125-114074224:-	114074175	NA	NA
61548	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114075014-114075113:-	114075064	NA	NA
61549	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114075043-114075142:-	114075093	NA	NA
61550	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114075094-114075193:-	114075144	NA	NA
61551	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114075118-114075217:-	114075168	NA	NA
61552	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114077684-114077783:-	114077734	NA	NA
61553	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114077721-114077820:+	114077770	NA	NA
61554	EKO-NALM6_PMID29038160	GUCY2GP	chr10:114084118-114084217:+	114084167	NA	NA
61581	EKO-NALM6_PMID29038160	LOC143188	chr10:114614365-114614464:+	114614414	NA	NA
61582	EKO-NALM6_PMID29038160	LOC143188	chr10:114614491-114614590:+	114614540	NA	NA
61583	EKO-NALM6_PMID29038160	LOC143188	chr10:114614513-114614612:+	114614562	NA	NA
61584	EKO-NALM6_PMID29038160	LOC143188	chr10:114614526-114614625:-	114614576	NA	NA
61585	EKO-NALM6_PMID29038160	LOC143188	chr10:114614555-114614654:-	114614605	NA	NA
61586	EKO-NALM6_PMID29038160	LOC143188	chr10:114614597-114614696:+	114614646	NA	NA
61587	EKO-NALM6_PMID29038160	LOC143188	chr10:114614643-114614742:+	114614692	NA	NA
61588	EKO-NALM6_PMID29038160	LOC143188	chr10:114614670-114614769:+	114614719	NA	NA
61589	EKO-NALM6_PMID29038160	LOC143188	chr10:114614675-114614774:-	114614725	NA	NA
61590	EKO-NALM6_PMID29038160	LOC143188	chr10:114614718-114614817:-	114614768	NA	NA
61658	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674639-115674738:+	115674688	NA	NA
61659	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674666-115674765:-	115674716	NA	NA
61660	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674709-115674808:+	115674758	NA	NA
61661	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674729-115674828:-	115674779	NA	NA
61662	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674753-115674852:-	115674803	NA	NA
61663	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674826-115674925:+	115674875	NA	NA
61664	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674866-115674965:-	115674916	NA	NA
61665	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674895-115674994:+	115674944	NA	NA
61666	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674931-115675030:+	115674980	NA	NA
61667	EKO-NALM6_PMID29038160	ENSG00000234631	chr10:115674978-115675077:-	115675028	NA	NA
61766	EKO-NALM6_PMID29038160	C10orf96	chr10:118084474-118084573:-	118084524	CCDC172	chr10:118084523-118138869:+
61806	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118380790-118380889:-	118380840	NA	NA
61807	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118380811-118380910:-	118380861	NA	NA
61808	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118383419-118383518:+	118383468	NA	NA
61809	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118383473-118383572:-	118383523	NA	NA
61810	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118383505-118383604:-	118383555	NA	NA
61811	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118383552-118383651:-	118383602	NA	NA
61812	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118386335-118386434:+	118386384	NA	NA
61813	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118394416-118394515:+	118394465	NA	NA
61814	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118396325-118396424:+	118396374	NA	NA
61815	EKO-NALM6_PMID29038160	PNLIPRP2	chr10:118396343-118396442:-	118396393	NA	NA
61836	EKO-NALM6_PMID29038160	ENO4	chr10:118609026-118609125:+	118609075	NA	NA
61837	EKO-NALM6_PMID29038160	ENO4	chr10:118609042-118609141:+	118609091	NA	NA
61838	EKO-NALM6_PMID29038160	ENO4	chr10:118609054-118609153:-	118609104	NA	NA
61839	EKO-NALM6_PMID29038160	ENO4	chr10:118609095-118609194:+	118609144	NA	NA
61840	EKO-NALM6_PMID29038160	ENO4	chr10:118609127-118609226:+	118609176	NA	NA
61841	EKO-NALM6_PMID29038160	ENO4	chr10:118609158-118609257:-	118609208	NA	NA
61842	EKO-NALM6_PMID29038160	ENO4	chr10:118609188-118609287:+	118609237	NA	NA
61843	EKO-NALM6_PMID29038160	ENO4	chr10:118639360-118639459:+	118639409	NA	NA
61844	EKO-NALM6_PMID29038160	ENO4	chr10:118639410-118639509:-	118639460	NA	NA
61845	EKO-NALM6_PMID29038160	ENO4	chr10:118639442-118639541:+	118639491	NA	NA
61896	EKO-NALM6_PMID29038160	EMX2OS	chr10:119245490-119245589:-	119245540	NA	NA
61897	EKO-NALM6_PMID29038160	EMX2OS	chr10:119251511-119251610:+	119251560	NA	NA
61898	EKO-NALM6_PMID29038160	EMX2OS	chr10:119251527-119251626:+	119251576	NA	NA
61899	EKO-NALM6_PMID29038160	EMX2OS	chr10:119251542-119251641:+	119251591	NA	NA
61900	EKO-NALM6_PMID29038160	EMX2OS	chr10:119251561-119251660:-	119251611	NA	NA
61901	EKO-NALM6_PMID29038160	EMX2OS	chr10:119301563-119301662:-	119301613	NA	NA
61902	EKO-NALM6_PMID29038160	EMX2OS	chr10:119301615-119301714:+	119301664	NA	NA
61913	EKO-NALM6_PMID29038160	EMX2OS	chr10:119303799-119303898:+	119303848	EMX2	chr10:119302778-119307742:+
61914	EKO-NALM6_PMID29038160	EMX2OS	chr10:119304035-119304134:-	119304085	EMX2	chr10:119302778-119307742:+
61915	EKO-NALM6_PMID29038160	EMX2OS	chr10:119304057-119304156:-	119304107	EMX2	chr10:119302778-119307742:+
61966	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631589-120631688:+	120631638	NA	NA
61967	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631674-120631773:+	120631723	NA	NA
61968	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631680-120631779:+	120631729	NA	NA
61969	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631683-120631782:+	120631732	NA	NA
61970	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631688-120631787:-	120631738	NA	NA
61971	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631842-120631941:-	120631892	NA	NA
61972	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631855-120631954:-	120631905	NA	NA
61973	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631881-120631980:+	120631930	NA	NA
61974	EKO-NALM6_PMID29038160	RPL17P36	chr10:120631886-120631985:+	120631935	NA	NA
62093	EKO-NALM6_PMID29038160	LOC651144	chr10:121756823-121756922:-	121756873	NA	NA
62094	EKO-NALM6_PMID29038160	LOC651144	chr10:121756844-121756943:-	121756894	NA	NA
62095	EKO-NALM6_PMID29038160	LOC651144	chr10:121756925-121757024:-	121756975	NA	NA
62096	EKO-NALM6_PMID29038160	LOC651144	chr10:121756961-121757060:-	121757011	NA	NA
62097	EKO-NALM6_PMID29038160	LOC651144	chr10:121756998-121757097:+	121757047	NA	NA
62098	EKO-NALM6_PMID29038160	LOC651144	chr10:121757036-121757135:-	121757086	NA	NA
62099	EKO-NALM6_PMID29038160	LOC651144	chr10:121757072-121757171:-	121757122	NA	NA
62100	EKO-NALM6_PMID29038160	LOC651144	chr10:121757125-121757224:-	121757175	NA	NA
62101	EKO-NALM6_PMID29038160	LOC651144	chr10:121757157-121757256:+	121757206	NA	NA
62102	EKO-NALM6_PMID29038160	LOC651144	chr10:121757159-121757258:-	121757209	NA	NA
62112	EKO-NALM6_PMID29038160	LINC01561	chr10:122357789-122357888:+	122357838	NA	NA
62113	EKO-NALM6_PMID29038160	LINC01561	chr10:122357823-122357922:-	122357873	NA	NA
62114	EKO-NALM6_PMID29038160	LINC01561	chr10:122357861-122357960:+	122357910	NA	NA
62115	EKO-NALM6_PMID29038160	LINC01561	chr10:122357896-122357995:+	122357945	NA	NA
62116	EKO-NALM6_PMID29038160	LINC01561	chr10:122357922-122358021:+	122357971	NA	NA
62117	EKO-NALM6_PMID29038160	LINC01561	chr10:122357939-122358038:-	122357989	NA	NA
62118	EKO-NALM6_PMID29038160	LINC01561	chr10:122357963-122358062:-	122358013	NA	NA
62119	EKO-NALM6_PMID29038160	LINC01561	chr10:122358030-122358129:+	122358079	NA	NA
62120	EKO-NALM6_PMID29038160	LINC01561	chr10:122358053-122358152:-	122358103	NA	NA
62121	EKO-NALM6_PMID29038160	LINC01561	chr10:122358152-122358251:-	122358202	NA	NA
62230	EKO-NALM6_PMID29038160	FLJ46361	chr10:124521291-124521390:-	124521341	NA	NA
62231	EKO-NALM6_PMID29038160	FLJ46361	chr10:124530565-124530664:-	124530615	NA	NA
62232	EKO-NALM6_PMID29038160	FLJ46361	chr10:124531623-124531722:-	124531673	NA	NA
62233	EKO-NALM6_PMID29038160	FLJ46361	chr10:124534280-124534379:+	124534329	NA	NA
62234	EKO-NALM6_PMID29038160	FLJ46361	chr10:124534293-124534392:-	124534343	NA	NA
62235	EKO-NALM6_PMID29038160	FLJ46361	chr10:124534323-124534422:-	124534373	NA	NA
62236	EKO-NALM6_PMID29038160	FLJ46361	chr10:124534341-124534440:-	124534391	NA	NA
62237	EKO-NALM6_PMID29038160	FLJ46361	chr10:124556166-124556265:-	124556216	NA	NA
62238	EKO-NALM6_PMID29038160	FLJ46361	chr10:124557396-124557495:+	124557445	NA	NA
62239	EKO-NALM6_PMID29038160	FLJ46361	chr10:124558388-124558487:+	124558437	NA	NA
62260	EKO-NALM6_PMID29038160	LOC399815	chr10:124639307-124639406:+	124639356	NA	NA
62261	EKO-NALM6_PMID29038160	LOC399815	chr10:124639337-124639436:+	124639386	NA	NA
62262	EKO-NALM6_PMID29038160	LOC399815	chr10:124639358-124639457:-	124639408	NA	NA
62263	EKO-NALM6_PMID29038160	LOC399815	chr10:124639387-124639486:+	124639436	NA	NA
62264	EKO-NALM6_PMID29038160	LOC399815	chr10:124639420-124639519:-	124639470	NA	NA
62265	EKO-NALM6_PMID29038160	LOC399815	chr10:124639439-124639538:-	124639489	NA	NA
62266	EKO-NALM6_PMID29038160	LOC399815	chr10:124639481-124639580:+	124639530	NA	NA
62267	EKO-NALM6_PMID29038160	LOC399815	chr10:124639497-124639596:-	124639547	NA	NA
62268	EKO-NALM6_PMID29038160	LOC399815	chr10:124639541-124639640:+	124639590	NA	NA
62269	EKO-NALM6_PMID29038160	LOC399815	chr10:124639577-124639676:+	124639626	NA	NA
62388	EKO-NALM6_PMID29038160	NKX1	chr10:126138254-126138353:-	126138304	NA	NA
62389	EKO-NALM6_PMID29038160	NKX1	chr10:126138282-126138381:+	126138331	NA	NA
62390	EKO-NALM6_PMID29038160	NKX1	chr10:126138282-126138381:-	126138332	NA	NA
62391	EKO-NALM6_PMID29038160	NKX1	chr10:126138301-126138400:-	126138351	NA	NA
62392	EKO-NALM6_PMID29038160	NKX1	chr10:126138312-126138411:-	126138362	NA	NA
62393	EKO-NALM6_PMID29038160	NKX1	chr10:126138376-126138475:+	126138425	NA	NA
62394	EKO-NALM6_PMID29038160	NKX1	chr10:126138416-126138515:+	126138465	NA	NA
62395	EKO-NALM6_PMID29038160	NKX1	chr10:126138432-126138531:+	126138481	NA	NA
62396	EKO-NALM6_PMID29038160	NKX1	chr10:126138438-126138537:-	126138488	NA	NA
62397	EKO-NALM6_PMID29038160	NKX1	chr10:126138449-126138548:-	126138499	NA	NA
62464	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127355992-127356091:+	127356041	TEX36	chr10:127344468-127371557:-
62465	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356136-127356235:-	127356186	TEX36	chr10:127344468-127371557:-
62466	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356162-127356261:-	127356212	TEX36	chr10:127344468-127371557:-
62467	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356231-127356330:+	127356280	TEX36	chr10:127344468-127371557:-
62468	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356252-127356351:-	127356302	TEX36	chr10:127344468-127371557:-
62469	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356308-127356407:-	127356358	TEX36	chr10:127344468-127371557:-
62470	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356347-127356446:-	127356397	TEX36	chr10:127344468-127371557:-
62471	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356382-127356481:-	127356432	TEX36	chr10:127344468-127371557:-
62472	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356397-127356496:-	127356447	TEX36	chr10:127344468-127371557:-
62473	EKO-NALM6_PMID29038160	ALDOAP2	chr10:127356433-127356532:-	127356483	TEX36	chr10:127344468-127371557:-
62476	EKO-NALM6_PMID29038160	LOC283038	chr10:127374931-127375030:-	127374981	NA	NA
62477	EKO-NALM6_PMID29038160	LOC283038	chr10:127374935-127375034:+	127374984	NA	NA
62478	EKO-NALM6_PMID29038160	LOC283038	chr10:127374962-127375061:+	127375011	NA	NA
62479	EKO-NALM6_PMID29038160	LOC283038	chr10:127387654-127387753:+	127387703	NA	NA
62480	EKO-NALM6_PMID29038160	LOC283038	chr10:127387660-127387759:-	127387710	NA	NA
62481	EKO-NALM6_PMID29038160	LOC283038	chr10:127387702-127387801:+	127387751	NA	NA
62482	EKO-NALM6_PMID29038160	LOC283038	chr10:127387703-127387802:-	127387753	NA	NA
62483	EKO-NALM6_PMID29038160	LOC283038	chr10:127389035-127389134:+	127389084	NA	NA
62484	EKO-NALM6_PMID29038160	LOC283038	chr10:127389056-127389155:-	127389106	NA	NA
62485	EKO-NALM6_PMID29038160	LOC283038	chr10:127389068-127389167:-	127389118	NA	NA
62486	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395587-127395686:-	127395637	NA	NA
62487	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395626-127395725:+	127395675	NA	NA
62488	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395652-127395751:-	127395702	NA	NA
62489	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395685-127395784:-	127395735	NA	NA
62490	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395707-127395806:-	127395757	NA	NA
62491	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395925-127396024:-	127395975	NA	NA
62492	EKO-NALM6_PMID29038160	FLJ37035	chr10:127395987-127396086:+	127396036	NA	NA
62493	EKO-NALM6_PMID29038160	FLJ37035	chr10:127396005-127396104:-	127396055	NA	NA
62494	EKO-NALM6_PMID29038160	FLJ37035	chr10:127396092-127396191:+	127396141	NA	NA
62495	EKO-NALM6_PMID29038160	FLJ37035	chr10:127396125-127396224:+	127396174	NA	NA
62581	EKO-NALM6_PMID29038160	DOCK1	chr10:129216597-129216696:-	129216647	NA	NA
62582	EKO-NALM6_PMID29038160	DOCK1	chr10:129216712-129216811:+	129216761	NA	NA
62583	EKO-NALM6_PMID29038160	DOCK1	chr10:129216751-129216850:+	129216800	NA	NA
62584	EKO-NALM6_PMID29038160	DOCK1	chr10:129217914-129218013:+	129217963	NA	NA
62585	EKO-NALM6_PMID29038160	DOCK1	chr10:129224134-129224233:+	129224183	NA	NA
62586	EKO-NALM6_PMID29038160	DOCK1	chr10:129224164-129224263:+	129224213	NA	NA
62587	EKO-NALM6_PMID29038160	DOCK1	chr10:129224185-129224284:+	129224234	NA	NA
62588	EKO-NALM6_PMID29038160	DOCK1	chr10:129231517-129231616:+	129231566	NA	NA
62589	EKO-NALM6_PMID29038160	DOCK1	chr10:129237300-129237399:+	129237349	NA	NA
62590	EKO-NALM6_PMID29038160	DOCK1	chr10:129237315-129237414:+	129237364	NA	NA
62601	EKO-NALM6_PMID29038160	LOC387720	chr10:129534432-129534531:-	129534482	NA	NA
62602	EKO-NALM6_PMID29038160	LOC387720	chr10:129534521-129534620:-	129534571	NA	NA
62603	EKO-NALM6_PMID29038160	LOC387720	chr10:129534616-129534715:-	129534666	NA	NA
62604	EKO-NALM6_PMID29038160	LOC387720	chr10:129534671-129534770:+	129534720	NA	NA
62605	EKO-NALM6_PMID29038160	LOC387720	chr10:129534692-129534791:-	129534742	NA	NA
62606	EKO-NALM6_PMID29038160	LOC387720	chr10:129534759-129534858:-	129534809	NA	NA
62607	EKO-NALM6_PMID29038160	LOC387720	chr10:129534798-129534897:-	129534848	NA	NA
62608	EKO-NALM6_PMID29038160	LOC387720	chr10:129534838-129534937:-	129534888	NA	NA
62609	EKO-NALM6_PMID29038160	LOC387720	chr10:129534859-129534958:-	129534909	NA	NA
62610	EKO-NALM6_PMID29038160	LOC387720	chr10:129534882-129534981:-	129534932	NA	NA
62652	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131308915-131309014:+	131308964	MGMT	chr10:131265479-131565260:+
62653	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131308947-131309046:+	131308996	MGMT	chr10:131265479-131565260:+
62654	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131308966-131309065:+	131309015	MGMT	chr10:131265479-131565260:+
62655	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309041-131309140:+	131309090	MGMT	chr10:131265479-131565260:+
62656	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309189-131309288:-	131309239	MGMT	chr10:131265479-131565260:+
62657	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309214-131309313:-	131309264	MGMT	chr10:131265479-131565260:+
62658	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309279-131309378:+	131309328	MGMT	chr10:131265479-131565260:+
62659	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309344-131309443:+	131309393	MGMT	chr10:131265479-131565260:+
62660	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309386-131309485:+	131309435	MGMT	chr10:131265479-131565260:+
62661	EKO-NALM6_PMID29038160	ENSG00000268421	chr10:131309421-131309520:-	131309471	MGMT	chr10:131265479-131565260:+
62680	EKO-NALM6_PMID29038160	LOC387723	chr10:131877791-131877890:-	131877841	NA	NA
62681	EKO-NALM6_PMID29038160	LOC387723	chr10:131877828-131877927:-	131877878	NA	NA
62682	EKO-NALM6_PMID29038160	LOC387723	chr10:131877958-131878057:-	131878008	NA	NA
62683	EKO-NALM6_PMID29038160	LOC387723	chr10:131877973-131878072:-	131878023	NA	NA
62684	EKO-NALM6_PMID29038160	LOC387723	chr10:131877990-131878089:-	131878040	NA	NA
62685	EKO-NALM6_PMID29038160	LOC387723	chr10:131878009-131878108:-	131878059	NA	NA
62686	EKO-NALM6_PMID29038160	LOC387723	chr10:131878039-131878138:-	131878089	NA	NA
62687	EKO-NALM6_PMID29038160	CTAGEP	chr10:131904269-131904368:+	131904318	NA	NA
62688	EKO-NALM6_PMID29038160	CTAGEP	chr10:131904662-131904761:+	131904711	NA	NA
62689	EKO-NALM6_PMID29038160	CTAGEP	chr10:131904788-131904887:-	131904838	NA	NA
62690	EKO-NALM6_PMID29038160	CTAGEP	chr10:131905113-131905212:+	131905162	NA	NA
62691	EKO-NALM6_PMID29038160	CTAGEP	chr10:131905875-131905974:+	131905924	NA	NA
62692	EKO-NALM6_PMID29038160	CTAGEP	chr10:131905911-131906010:+	131905960	NA	NA
62693	EKO-NALM6_PMID29038160	CTAGEP	chr10:131905991-131906090:+	131906040	NA	NA
62694	EKO-NALM6_PMID29038160	CTAGEP	chr10:131906046-131906145:+	131906095	NA	NA
62695	EKO-NALM6_PMID29038160	CTAGEP	chr10:131906087-131906186:-	131906137	NA	NA
62696	EKO-NALM6_PMID29038160	CTAGEP	chr10:131906323-131906422:-	131906373	NA	NA
62697	EKO-NALM6_PMID29038160	LOC387723	chr10:131908929-131909028:-	131908979	NA	NA
62698	EKO-NALM6_PMID29038160	LOC387723	chr10:131908954-131909053:-	131909004	NA	NA
62719	EKO-NALM6_PMID29038160	LINC01164	chr10:133607885-133607984:+	133607934	NA	NA
62720	EKO-NALM6_PMID29038160	LINC01164	chr10:133607917-133608016:+	133607966	NA	NA
62721	EKO-NALM6_PMID29038160	LINC01164	chr10:133607948-133608047:-	133607998	NA	NA
62722	EKO-NALM6_PMID29038160	LINC01164	chr10:133608124-133608223:+	133608173	NA	NA
62723	EKO-NALM6_PMID29038160	LINC01164	chr10:133608146-133608245:+	133608195	NA	NA
62724	EKO-NALM6_PMID29038160	LINC01164	chr10:133608188-133608287:-	133608238	NA	NA
62725	EKO-NALM6_PMID29038160	LINC01164	chr10:133608220-133608319:-	133608270	NA	NA
62726	EKO-NALM6_PMID29038160	LINC01164	chr10:133608251-133608350:+	133608300	NA	NA
62727	EKO-NALM6_PMID29038160	LINC01164	chr10:133608267-133608366:-	133608317	NA	NA
62728	EKO-NALM6_PMID29038160	LINC01164	chr10:133608305-133608404:-	133608355	NA	NA
62817	EKO-NALM6_PMID29038160	NKX6	chr10:134598796-134598895:-	134598846	NKX6-2	chr10:134598419-134599451:-
62818	EKO-NALM6_PMID29038160	NKX6	chr10:134598847-134598946:+	134598896	NKX6-2	chr10:134598419-134599451:-
62819	EKO-NALM6_PMID29038160	NKX6	chr10:134598881-134598980:-	134598931	NKX6-2	chr10:134598419-134599451:-
62820	EKO-NALM6_PMID29038160	NKX6	chr10:134599058-134599157:+	134599107	NKX6-2	chr10:134598419-134599451:-
62821	EKO-NALM6_PMID29038160	NKX6	chr10:134599135-134599234:+	134599184	NKX6-2	chr10:134598419-134599451:-
62822	EKO-NALM6_PMID29038160	NKX6	chr10:134599160-134599259:+	134599209	NKX6-2	chr10:134598419-134599451:-
62823	EKO-NALM6_PMID29038160	NKX6	chr10:134599211-134599310:-	134599261	NKX6-2	chr10:134598419-134599451:-
62824	EKO-NALM6_PMID29038160	NKX6	chr10:134599271-134599370:-	134599321	NKX6-2	chr10:134598419-134599451:-
62825	EKO-NALM6_PMID29038160	NKX6	chr10:134599293-134599392:-	134599343	NKX6-2	chr10:134598419-134599451:-
62826	EKO-NALM6_PMID29038160	NKX6	chr10:134599386-134599485:+	134599435	NKX6-2	chr10:134598419-134599451:-
